Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences
group_9427,,hypothetical protein,2,2
group_9428,,hypothetical protein,2,2
group_9429,,hypothetical protein,2,2
group_9430,,hypothetical protein,2,2
group_9431,,hypothetical protein,2,2
group_9432,,hypothetical protein,2,2
group_9433,,hypothetical protein,2,2
group_9435,,hypothetical protein,2,2
group_9436,,hypothetical protein,2,2
group_9437,,hypothetical protein,2,2
group_9438,,hypothetical protein,2,2
group_9439,,hypothetical protein,2,2
group_9440,,Ice-binding protein 1,2,2
group_9441,,hypothetical protein,2,2
group_9442,,hypothetical protein,2,2
group_9443,,hypothetical protein,2,2
group_9452,,hypothetical protein,2,2
group_9453,,hypothetical protein,2,2
group_9454,,hypothetical protein,2,2
group_9455,,hypothetical protein,2,2
group_9457,,hypothetical protein,2,2
group_9458,,hypothetical protein,2,2
group_9460,,hypothetical protein,2,2
group_9478,,hypothetical protein,2,2
group_9509,,hypothetical protein,2,2
group_9529,,hypothetical protein,2,2
group_9531,,hypothetical protein,2,2
group_9538,,hypothetical protein,2,2
group_9539,,hypothetical protein,2,2
group_9540,,hypothetical protein,2,2
group_9574,,hypothetical protein,2,2
group_9632,,hypothetical protein,2,2
group_9701,,hypothetical protein,2,2
group_9706,,hypothetical protein,2,2
group_9707,,hypothetical protein,2,2
group_9708,,hypothetical protein,2,2
group_972,,hypothetical protein,2,2
group_9795,,hypothetical protein,2,2
group_9821,blc_2,Outer membrane lipoprotein Blc,2,2
gdx_3,,Guanidinium exporter,2,2
group_9829,,hypothetical protein,2,2
group_993,,hypothetical protein,2,2
group_10,,hypothetical protein,1,1
group_10000,,hypothetical protein,1,1
group_10002,,hypothetical protein,1,1
group_10003,,hypothetical protein,1,1
group_10004,,hypothetical protein,1,1
group_10006,,hypothetical protein,1,1
group_10008,,hypothetical protein,1,1
group_10009,,hypothetical protein,1,1
group_10010,,hypothetical protein,1,1
group_10011,,hypothetical protein,1,1
group_10066,,hypothetical protein,1,1
group_10067,,hypothetical protein,1,1
group_10068,,hypothetical protein,1,1
group_10069,,hypothetical protein,1,1
group_10070,,hypothetical protein,1,1
group_10071,,hypothetical protein,1,1
group_10073,,hypothetical protein,1,1
group_10074,,hypothetical protein,1,1
group_10075,,hypothetical protein,1,1
group_10078,,hypothetical protein,1,1
group_10079,,hypothetical protein,1,1
group_10080,,hypothetical protein,1,1
group_10082,,hypothetical protein,1,1
group_10083,,hypothetical protein,1,1
group_10084,,hypothetical protein,1,1
group_10085,,hypothetical protein,1,1
group_10086,,hypothetical protein,1,1
group_10087,,hypothetical protein,1,1
group_10088,,hypothetical protein,1,1
group_1009,,hypothetical protein,1,1
group_10092,,hypothetical protein,1,1
group_10094,,hypothetical protein,1,1
group_10095,,hypothetical protein,1,1
group_10096,lexA_1,LexA repressor,1,1
group_10097,,hypothetical protein,1,1
group_10098,,hypothetical protein,1,1
group_1011,,hypothetical protein,1,1
group_10125,,IS1595 family transposase ISSsu9,1,1
group_10126,,hypothetical protein,1,1
group_1015,,hypothetical protein,1,1
group_1016,,hypothetical protein,1,1
group_1017,,hypothetical protein,1,1
group_1018,,hypothetical protein,1,1
group_10189,,hypothetical protein,1,1
group_10190,,hypothetical protein,1,1
group_10191,,hypothetical protein,1,1
group_10192,,hypothetical protein,1,1
group_10193,,hypothetical protein,1,1
group_10194,,hypothetical protein,1,1
group_10195,,hypothetical protein,1,1
group_1020,,hypothetical protein,1,1
group_10202,,hypothetical protein,1,1
group_10208,,hypothetical protein,1,1
group_10234,,hypothetical protein,1,1
group_10235,,hypothetical protein,1,1
group_10236,,hypothetical protein,1,1
group_10237,,hypothetical protein,1,1
group_10238,,hypothetical protein,1,1
group_10262,,hypothetical protein,1,1
group_10273,,hypothetical protein,1,1
group_10278,,hypothetical protein,1,1
group_10280,,hypothetical protein,1,1
group_10295,,hypothetical protein,1,1
group_10296,,hypothetical protein,1,1
group_10302,,IS110 family transposase ISPlu13,1,1
group_10306,,hypothetical protein,1,1
group_10307,,hypothetical protein,1,1
group_10313,,hypothetical protein,1,1
group_10314,,hypothetical protein,1,1
group_10318,,hypothetical protein,1,1
group_10319,,hypothetical protein,1,1
group_1032,,hypothetical protein,1,1
group_10322,,hypothetical protein,1,1
group_10323,rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase",1,1
group_10324,rfbX,Putative O-antigen transporter,1,1
wecB_1,,UDP-N-acetylglucosamine 2-epimerase,1,1
group_10326,,hypothetical protein,1,1
group_10327,,hypothetical protein,1,1
group_10328,,hypothetical protein,1,1
group_10329,,hypothetical protein,1,1
group_10335,,hypothetical protein,1,1
group_10336,,hypothetical protein,1,1
group_10338,,hypothetical protein,1,1
group_10339,,hypothetical protein,1,1
group_10340,,hypothetical protein,1,1
group_10341,,hypothetical protein,1,1
group_10342,xerC_1,Tyrosine recombinase XerC,1,1
group_10343,,hypothetical protein,1,1
group_10344,,hypothetical protein,1,1
group_10345,,hypothetical protein,1,1
group_10347,,hypothetical protein,1,1
group_10348,ompN_1,Outer membrane porin N,1,1
group_10350,fliD,Flagellar hook-associated protein 2,1,1
fliC,,Flagellin,1,1
group_10352,tap,Methyl-accepting chemotaxis protein IV,1,1
group_10358,,hypothetical protein,1,1
group_10360,,hypothetical protein,1,1
group_10363,,hypothetical protein,1,1
group_10364,,hypothetical protein,1,1
group_10366,,hypothetical protein,1,1
group_10367,,hypothetical protein,1,1
banIR,,Type-2 restriction enzyme BanI,1,1
banIM,,Modification methylase BanI,1,1
group_10371,tfaE,Prophage tail fiber assembly protein TfaE,1,1
group_10378,,hypothetical protein,1,1
group_10379,ugpB_2,sn-glycerol-3-phosphate-binding periplasmic protein UgpB,1,1
ugpC_2,,sn-glycerol-3-phosphate import ATP-binding protein UgpC,1,1
group_10381,cpdA_2,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",1,1
ngcG,,Diacetylchitobiose uptake system permease protein NgcG,1,1
ugpA_2,,sn-glycerol-3-phosphate transport system permease protein UgpA,1,1
ahr_2,,Aldehyde reductase Ahr,1,1
group_10385,yjhH,putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH,1,1
yabJ_2,,2-iminobutanoate/2-iminopropanoate deaminase,1,1
kdgT_2,,2-keto-3-deoxygluconate permease,1,1
group_10388,rhmR_2,putative HTH-type transcriptional regulator RhmR,1,1
group_10392,,hypothetical protein,1,1
group_10393,,hypothetical protein,1,1
group_10395,,hypothetical protein,1,1
group_10396,,hypothetical protein,1,1
group_10398,xerC_3,Tyrosine recombinase XerC,1,1
group_10399,,hypothetical protein,1,1
group_1040,btuB_3,Vitamin B12 transporter BtuB,1,1
group_10400,,hypothetical protein,1,1
group_10401,,hypothetical protein,1,1
group_10402,,hypothetical protein,1,1
group_10403,noc_1,Nucleoid occlusion protein,1,1
group_10404,,hypothetical protein,1,1
group_10405,,hypothetical protein,1,1
group_10406,,hypothetical protein,1,1
group_10407,umuC_2,Protein UmuC,1,1
group_10408,umuD_2,Protein UmuD,1,1
group_10409,repA,Replication protein RepA,1,1
group_10411,,hypothetical protein,1,1
group_10412,,hypothetical protein,1,1
group_10413,,hypothetical protein,1,1
group_10414,,hypothetical protein,1,1
group_10415,,hypothetical protein,1,1
group_10421,,hypothetical protein,1,1
group_10422,,hypothetical protein,1,1
group_10423,,hypothetical protein,1,1
group_10433,,hypothetical protein,1,1
group_10435,,hypothetical protein,1,1
group_10436,,hypothetical protein,1,1
group_10453,,hypothetical protein,1,1
group_1047,,hypothetical protein,1,1
group_10509,,hypothetical protein,1,1
group_10510,,hypothetical protein,1,1
group_10511,,hypothetical protein,1,1
group_10512,,hypothetical protein,1,1
group_10525,era_3,GTPase Era,1,1
group_10526,,hypothetical protein,1,1
group_10527,,hypothetical protein,1,1
group_10528,,hypothetical protein,1,1
group_10529,,hypothetical protein,1,1
group_10530,,hypothetical protein,1,1
group_10531,,hypothetical protein,1,1
group_10532,klcA_2,Antirestriction protein KlcA,1,1
group_10533,,hypothetical protein,1,1
group_10534,,hypothetical protein,1,1
yfjZ_2,,Antitoxin YfjZ,1,1
group_10536,,hypothetical protein,1,1
ykfI,,Toxin YkfI,1,1
group_10538,,hypothetical protein,1,1
group_10539,,hypothetical protein,1,1
group_10554,,hypothetical protein,1,1
group_10555,,hypothetical protein,1,1
group_10559,,hypothetical protein,1,1
group_10560,glxK_2,Glycerate 3-kinase,1,1
group_10561,,hypothetical protein,1,1
group_10574,,hypothetical protein,1,1
group_10575,gph_2,Phosphoglycolate phosphatase,1,1
group_10576,intS_2,Prophage integrase IntS,1,1
group_10577,,hypothetical protein,1,1
group_10578,,hypothetical protein,1,1
group_10579,,hypothetical protein,1,1
group_10580,,hypothetical protein,1,1
group_10581,,hypothetical protein,1,1
group_10582,,hypothetical protein,1,1
group_10584,,hypothetical protein,1,1
group_10585,,hypothetical protein,1,1
group_10586,,hypothetical protein,1,1
group_10587,,hypothetical protein,1,1
group_10588,,hypothetical protein,1,1
group_10589,,hypothetical protein,1,1
group_10590,,hypothetical protein,1,1
group_10591,,hypothetical protein,1,1
group_10592,,hypothetical protein,1,1
group_10593,,hypothetical protein,1,1
group_10598,,hypothetical protein,1,1
group_1060,,hypothetical protein,1,1
group_1061,,hypothetical protein,1,1
group_10612,,hypothetical protein,1,1
group_10615,,hypothetical protein,1,1
group_10617,,Single-stranded DNA-binding protein,1,1
group_10618,,hypothetical protein,1,1
group_10619,,hypothetical protein,1,1
group_10620,traM,Relaxosome protein TraM,1,1
group_10621,,hypothetical protein,1,1
group_10622,,hypothetical protein,1,1
group_10628,,hypothetical protein,1,1
group_10629,,hypothetical protein,1,1
group_10630,,hypothetical protein,1,1
group_10633,,hypothetical protein,1,1
group_10634,,hypothetical protein,1,1
group_10635,,hypothetical protein,1,1
group_10636,,hypothetical protein,1,1
group_10637,traN,Mating pair stabilization protein TraN,1,1
group_10641,,hypothetical protein,1,1
group_10642,,hypothetical protein,1,1
group_10644,,hypothetical protein,1,1
group_10645,,hypothetical protein,1,1
group_10646,,hypothetical protein,1,1
group_10647,,hypothetical protein,1,1
group_10648,,hypothetical protein,1,1
group_10649,,hypothetical protein,1,1
group_10650,,hypothetical protein,1,1
group_10651,,hypothetical protein,1,1
group_10652,,hypothetical protein,1,1
group_10653,,hypothetical protein,1,1
group_10654,,hypothetical protein,1,1
group_10656,,hypothetical protein,1,1
group_10657,,hypothetical protein,1,1
group_10658,,hypothetical protein,1,1
group_10659,,ISNCY family transposase ISRor2,1,1
group_1066,,hypothetical protein,1,1
group_10660,,hypothetical protein,1,1
group_10661,,hypothetical protein,1,1
group_10662,,hypothetical protein,1,1
group_10664,,hypothetical protein,1,1
group_10666,,hypothetical protein,1,1
group_1067,,hypothetical protein,1,1
group_1068,,hypothetical protein,1,1
group_10683,,hypothetical protein,1,1
glpT_1,,Glycerol-3-phosphate transporter,1,1
group_10688,,hypothetical protein,1,1
group_10710,rspA_1,Starvation-sensing protein RspA,1,1
group_1072,,IS3 family transposase IS911,1,1
group_10730,,hypothetical protein,1,1
group_10731,,hypothetical protein,1,1
group_10735,,hypothetical protein,1,1
group_10736,,hypothetical protein,1,1
group_10737,,hypothetical protein,1,1
group_10738,,hypothetical protein,1,1
group_10739,,hypothetical protein,1,1
group_1074,,IS3 family transposase IS911,1,1
group_10740,,hypothetical protein,1,1
group_10741,,hypothetical protein,1,1
group_10742,,hypothetical protein,1,1
group_10743,,hypothetical protein,1,1
group_10744,,hypothetical protein,1,1
group_10745,,hypothetical protein,1,1
group_10746,,hypothetical protein,1,1
group_10747,,hypothetical protein,1,1
group_10748,,hypothetical protein,1,1
group_10749,,hypothetical protein,1,1
group_1075,,IS3 family transposase IS911,1,1
group_10750,,hypothetical protein,1,1
group_10751,,hypothetical protein,1,1
group_10752,,hypothetical protein,1,1
group_10753,,hypothetical protein,1,1
group_10754,,hypothetical protein,1,1
group_10755,,hypothetical protein,1,1
group_10756,,hypothetical protein,1,1
group_10757,,hypothetical protein,1,1
group_10758,,hypothetical protein,1,1
group_10759,,hypothetical protein,1,1
group_1076,,hypothetical protein,1,1
group_10760,,hypothetical protein,1,1
group_10761,,hypothetical protein,1,1
group_10762,,hypothetical protein,1,1
group_10764,,hypothetical protein,1,1
group_10765,,hypothetical protein,1,1
group_10766,,hypothetical protein,1,1
group_1077,,IS3 family transposase ISLad1,1,1
group_10770,,hypothetical protein,1,1
group_1078,,IS3 family transposase ISLad1,1,1
group_10793,,IS200/IS605 family transposase ISEc46,1,1
group_108,cbeA_4,Cytoskeleton bundling-enhancing antitoxin CbeA,1,1
group_1082,traV_2,Protein TraV,1,1
traV_2,,Protein TraV,1,1
group_10834,,hypothetical protein,1,1
group_10835,,hypothetical protein,1,1
group_10836,,hypothetical protein,1,1
group_10837,gabD,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,1,1
group_10838,,hypothetical protein,1,1
group_10839,,hypothetical protein,1,1
group_1084,traV,Protein TraV,1,1
group_10840,,hypothetical protein,1,1
group_10841,traI,Protein TraI,1,1
group_10842,,hypothetical protein,1,1
group_10843,,hypothetical protein,1,1
group_10844,,hypothetical protein,1,1
group_10845,,hypothetical protein,1,1
group_10847,,hypothetical protein,1,1
group_10848,,hypothetical protein,1,1
group_10849,,hypothetical protein,1,1
group_10850,,hypothetical protein,1,1
group_10851,,hypothetical protein,1,1
group_10852,,hypothetical protein,1,1
group_10855,,hypothetical protein,1,1
group_10856,,hypothetical protein,1,1
group_10857,,hypothetical protein,1,1
group_10859,,hypothetical protein,1,1
group_10861,,hypothetical protein,1,1
group_10863,,hypothetical protein,1,1
group_10864,,hypothetical protein,1,1
group_10865,,hypothetical protein,1,1
group_10866,,hypothetical protein,1,1
group_10867,,hypothetical protein,1,1
group_10869,,hypothetical protein,1,1
group_1087,psiB_2,Protein PsiB,1,1
group_10870,,hypothetical protein,1,1
group_10871,,hypothetical protein,1,1
group_10872,cai,Colicin-A immunity protein,1,1
group_10873,cnl,Lysis protein for colicin N,1,1
group_10874,,hypothetical protein,1,1
group_1088,psiB_2,Protein PsiB,1,1
group_1090,psiB_2,Protein PsiB,1,1
group_1093,psiB_2,Protein PsiB,1,1
group_10946,,hypothetical protein,1,1
group_10947,,hypothetical protein,1,1
group_10948,,hypothetical protein,1,1
group_10949,,hypothetical protein,1,1
group_1095,,IS1 family transposase IS1X2,1,1
group_10950,,hypothetical protein,1,1
group_10951,,hypothetical protein,1,1
group_10953,,hypothetical protein,1,1
group_10954,,hypothetical protein,1,1
group_10957,,hypothetical protein,1,1
group_10958,intA_5,Prophage integrase IntA,1,1
group_1096,,IS1 family transposase IS1X2,1,1
group_10960,,hypothetical protein,1,1
group_10961,,hypothetical protein,1,1
group_10962,,hypothetical protein,1,1
group_10969,intA_3,Prophage integrase IntA,1,1
group_10970,,hypothetical protein,1,1
group_10977,,hypothetical protein,1,1
group_10978,,IS110 family transposase ISEc20,1,1
group_10979,,IS3 family transposase ISRaq1,1,1
group_10980,,hypothetical protein,1,1
group_10981,,hypothetical protein,1,1
group_10982,,hypothetical protein,1,1
group_10983,,hypothetical protein,1,1
group_10984,,hypothetical protein,1,1
group_10985,,hypothetical protein,1,1
group_10986,,ISL3 family transposase ISEc38,1,1
group_10988,,hypothetical protein,1,1
group_10989,,hypothetical protein,1,1
group_10990,,hypothetical protein,1,1
group_10991,,hypothetical protein,1,1
group_1100,,IS1 family transposase IS1X2,1,1
group_11003,,hypothetical protein,1,1
group_11004,,hypothetical protein,1,1
group_11014,,hypothetical protein,1,1
group_11015,,hypothetical protein,1,1
group_11017,,hypothetical protein,1,1
group_11018,,hypothetical protein,1,1
group_11019,,hypothetical protein,1,1
group_11020,clpX_1,ATP-dependent Clp protease ATP-binding subunit ClpX,1,1
group_11021,,hypothetical protein,1,1
group_11022,,hypothetical protein,1,1
group_11032,,hypothetical protein,1,1
group_11035,,hypothetical protein,1,1
group_11036,,hypothetical protein,1,1
group_11038,,hypothetical protein,1,1
group_11041,,hypothetical protein,1,1
group_11061,,hypothetical protein,1,1
group_11062,,hypothetical protein,1,1
group_11063,yhcR,Endonuclease YhcR,1,1
group_11064,,hypothetical protein,1,1
group_11065,,hypothetical protein,1,1
group_11066,,hypothetical protein,1,1
group_11067,,hypothetical protein,1,1
group_11068,higB2,Putative toxin HigB2,1,1
group_11069,higA1,Antitoxin HigA1,1,1
group_1107,,IS1 family transposase IS1R,1,1
group_11070,,hypothetical protein,1,1
group_11071,,hypothetical protein,1,1
group_11072,,hypothetical protein,1,1
group_11073,dnaJ_2,Chaperone protein DnaJ,1,1
group_11074,,hypothetical protein,1,1
group_11075,,hypothetical protein,1,1
group_11076,,hypothetical protein,1,1
group_11077,,hypothetical protein,1,1
group_11078,,hypothetical protein,1,1
group_11079,rfaH_2,Transcription antitermination protein RfaH,1,1
